timestamp,startX,startY,endX,endY
10000.800817,682.00000,324.00000,807.00000,338.00000
10000.800817,887.00000,337.00000,767.00000,311.00000
10000.834183,776.00000,321.00000,897.00000,341.00000
10000.834183,622.00000,317.00000,775.00000,321.00000
10000.834183,885.00000,336.00000,768.00000,311.00000
10000.834183,710.00000,313.00000,626.00000,310.00000
10000.834183,928.00000,364.00000,791.00000,331.00000
10000.834183,764.00000,327.00000,657.00000,320.00000
10000.834183,813.00000,339.00000,941.00000,372.00000
10000.834183,682.00000,324.00000,812.00000,339.00000
10000.834183,1052.00000,429.00000,967.00000,391.00000
10000.867542,758.00000,319.00000,885.00000,338.00000
10000.867542,621.00000,318.00000,757.00000,320.00000
10000.867542,708.00000,313.00000,625.00000,310.00000
10000.867542,928.00000,364.00000,787.00000,330.00000
10000.867542,776.00000,329.00000,665.00000,320.00000
10000.867542,813.00000,339.00000,941.00000,372.00000
10000.867542,687.00000,324.00000,812.00000,339.00000
10000.867542,885.00000,336.00000,783.00000,314.00000
10000.867542,1050.00000,428.00000,968.00000,392.00000
10000.900911,776.00000,321.00000,896.00000,341.00000
10000.900911,622.00000,317.00000,775.00000,321.00000
10000.900911,929.00000,365.00000,797.00000,332.00000
10000.900911,796.00000,332.00000,699.00000,321.00000
10000.900911,808.00000,338.00000,940.00000,371.00000
10000.900911,682.00000,324.00000,807.00000,338.00000
10000.900911,885.00000,336.00000,768.00000,311.00000
10000.900911,754.00000,316.00000,626.00000,310.00000
10000.900911,1038.00000,423.00000,965.00000,390.00000
10000.934306,776.00000,321.00000,896.00000,341.00000
10000.934306,622.00000,318.00000,775.00000,321.00000
10000.934306,887.00000,336.00000,767.00000,311.00000
10000.934306,710.00000,313.00000,626.00000,310.00000
10000.934306,929.00000,365.00000,802.00000,333.00000
10000.934306,801.00000,334.00000,714.00000,322.00000
10000.934306,713.00000,322.00000,631.00000,322.00000
10000.934306,808.00000,338.00000,941.00000,372.00000
10000.934306,681.00000,324.00000,807.00000,338.00000
10000.934306,1047.00000,427.00000,968.00000,392.00000
10000.967644,776.00000,321.00000,896.00000,341.00000
10000.967644,621.00000,318.00000,775.00000,321.00000
10000.967644,708.00000,313.00000,626.00000,310.00000
10000.967644,929.00000,365.00000,797.00000,332.00000
10000.967644,796.00000,332.00000,698.00000,321.00000
10000.967644,813.00000,339.00000,942.00000,372.00000
10000.967644,686.00000,324.00000,812.00000,339.00000
10000.967644,885.00000,336.00000,767.00000,311.00000
10000.967644,1047.00000,427.00000,968.00000,392.00000
10001.001008,776.00000,321.00000,896.00000,341.00000
10001.001008,622.00000,318.00000,775.00000,321.00000
10001.001008,709.00000,313.00000,627.00000,310.00000
10001.001008,928.00000,364.00000,791.00000,331.00000
10001.001008,784.00000,330.00000,698.00000,321.00000
10001.001008,808.00000,338.00000,941.00000,372.00000
10001.001008,682.00000,324.00000,807.00000,338.00000
10001.001008,884.00000,336.00000,795.00000,316.00000
10001.034394,758.00000,319.00000,885.00000,338.00000
10001.034394,622.00000,318.00000,757.00000,320.00000
10001.034394,884.00000,336.00000,768.00000,311.00000
10001.034394,710.00000,313.00000,623.00000,310.00000
10001.034394,928.00000,364.00000,786.00000,330.00000
10001.034394,767.00000,327.00000,650.00000,320.00000
10001.034394,808.00000,338.00000,941.00000,372.00000
10001.034394,680.00000,324.00000,807.00000,338.00000
10001.034394,1054.00000,429.00000,968.00000,392.00000
10001.067740,778.00000,321.00000,896.00000,341.00000
10001.067740,620.00000,318.00000,777.00000,321.00000
10001.067740,709.00000,313.00000,622.00000,310.00000
10001.067740,928.00000,364.00000,783.00000,329.00000
10001.067740,760.00000,326.00000,647.00000,320.00000
10001.067740,808.00000,338.00000,940.00000,371.00000
10001.067740,680.00000,324.00000,807.00000,338.00000
10001.067740,884.00000,336.00000,783.00000,314.00000
10001.101113,758.00000,319.00000,884.00000,338.00000
10001.101113,622.00000,318.00000,757.00000,320.00000
10001.101113,755.00000,316.00000,626.00000,310.00000
10001.101113,928.00000,364.00000,795.00000,332.00000
10001.101113,760.00000,326.00000,642.00000,320.00000
10001.101113,813.00000,339.00000,942.00000,372.00000
10001.101113,695.00000,325.00000,812.00000,339.00000
10001.101113,885.00000,336.00000,794.00000,316.00000
10001.134484,758.00000,319.00000,885.00000,338.00000
10001.134484,621.00000,318.00000,757.00000,320.00000
10001.134484,884.00000,336.00000,767.00000,311.00000
10001.134484,729.00000,314.00000,627.00000,310.00000
10001.134484,929.00000,365.00000,801.00000,333.00000
10001.134484,800.00000,334.00000,718.00000,322.00000
10001.134484,717.00000,323.00000,631.00000,321.00000
10001.134484,813.00000,339.00000,942.00000,372.00000
10001.134484,695.00000,325.00000,812.00000,339.00000
10001.167848,758.00000,319.00000,885.00000,338.00000
10001.167848,621.00000,318.00000,757.00000,320.00000
10001.167848,709.00000,313.00000,625.00000,310.00000
10001.167848,928.00000,364.00000,798.00000,332.00000
10001.167848,797.00000,332.00000,686.00000,320.00000
10001.167848,808.00000,338.00000,940.00000,371.00000
10001.167848,680.00000,324.00000,807.00000,338.00000
10001.167848,882.00000,336.00000,783.00000,314.00000
10001.167848,1062.00000,236.00000,1132.00000,264.00000
10001.201221,758.00000,319.00000,885.00000,338.00000
10001.201221,608.00000,318.00000,757.00000,320.00000
10001.201221,885.00000,336.00000,765.00000,311.00000
10001.201221,755.00000,316.00000,628.00000,310.00000
10001.201221,930.00000,365.00000,792.00000,331.00000
10001.201221,791.00000,332.00000,688.00000,320.00000
10001.201221,808.00000,338.00000,941.00000,372.00000
10001.201221,682.00000,324.00000,807.00000,338.00000
10001.201221,1067.00000,237.00000,1137.00000,267.00000
10001.234597,758.00000,319.00000,885.00000,338.00000
10001.234597,623.00000,318.00000,757.00000,320.00000
10001.234597,884.00000,336.00000,768.00000,311.00000
10001.234597,709.00000,313.00000,628.00000,310.00000
10001.234597,927.00000,364.00000,785.00000,330.00000
10001.234597,768.00000,327.00000,651.00000,320.00000
10001.234597,808.00000,338.00000,940.00000,371.00000
10001.234597,681.00000,324.00000,807.00000,338.00000
10001.267943,778.00000,321.00000,896.00000,341.00000
10001.267943,621.00000,318.00000,777.00000,321.00000
10001.267943,928.00000,364.00000,781.00000,329.00000
10001.267943,780.00000,329.00000,673.00000,320.00000
10001.267943,708.00000,313.00000,626.00000,310.00000
10001.267943,796.00000,336.00000,931.00000,368.00000
10001.267943,676.00000,324.00000,795.00000,336.00000
10001.267943,882.00000,335.00000,783.00000,314.00000
10001.267943,1067.00000,237.00000,1138.00000,268.00000
10001.301334,759.00000,319.00000,885.00000,338.00000
10001.301334,609.00000,318.00000,758.00000,320.00000
10001.301334,885.00000,336.00000,768.00000,311.00000
10001.301334,710.00000,313.00000,628.00000,310.00000
10001.301334,930.00000,365.00000,797.00000,332.00000
10001.301334,796.00000,332.00000,699.00000,321.00000
10001.301334,797.00000,336.00000,931.00000,368.00000
10001.301334,677.00000,324.00000,796.00000,337.00000
10001.301334,1067.00000,237.00000,1138.00000,268.00000
10001.334683,758.00000,319.00000,885.00000,338.00000
10001.334683,606.00000,318.00000,757.00000,320.00000
10001.334683,929.00000,365.00000,798.00000,332.00000
10001.334683,783.00000,330.00000,675.00000,320.00000
10001.334683,882.00000,335.00000,767.00000,311.00000
10001.334683,710.00000,313.00000,626.00000,310.00000
10001.334683,813.00000,339.00000,942.00000,372.00000
10001.334683,684.00000,324.00000,812.00000,339.00000
10001.334683,1067.00000,237.00000,1137.00000,267.00000
10001.368050,776.00000,321.00000,897.00000,341.00000
10001.368050,621.00000,318.00000,775.00000,321.00000
10001.368050,708.00000,313.00000,626.00000,310.00000
10001.368050,928.00000,364.00000,789.00000,330.00000
10001.368050,776.00000,328.00000,657.00000,320.00000
10001.368050,808.00000,338.00000,940.00000,371.00000
10001.368050,680.00000,324.00000,807.00000,338.00000
10001.368050,885.00000,336.00000,783.00000,314.00000
10001.368050,1035.00000,422.00000,966.00000,390.00000
10001.368050,1061.00000,236.00000,1132.00000,264.00000
10001.401423,776.00000,321.00000,897.00000,341.00000
10001.401423,622.00000,317.00000,775.00000,321.00000
10001.401423,929.00000,365.00000,796.00000,332.00000
10001.401423,795.00000,332.00000,705.00000,321.00000
10001.401423,887.00000,337.00000,767.00000,311.00000
10001.401423,729.00000,314.00000,626.00000,310.00000
10001.401423,808.00000,338.00000,940.00000,371.00000
10001.401423,682.00000,324.00000,807.00000,338.00000
10001.434777,776.00000,321.00000,896.00000,341.00000
10001.434777,621.00000,318.00000,775.00000,321.00000
10001.434777,708.00000,313.00000,626.00000,310.00000
10001.434777,928.00000,364.00000,783.00000,329.00000
10001.434777,762.00000,326.00000,646.00000,320.00000
10001.434777,802.00000,337.00000,935.00000,370.00000
10001.434777,678.00000,324.00000,801.00000,337.00000
10001.434777,882.00000,335.00000,767.00000,311.00000
10001.434777,1038.00000,423.00000,966.00000,390.00000
10001.468141,776.00000,321.00000,896.00000,341.00000
10001.468141,621.00000,318.00000,775.00000,321.00000
10001.468141,708.00000,313.00000,625.00000,310.00000
10001.468141,928.00000,364.00000,796.00000,332.00000
10001.468141,781.00000,329.00000,672.00000,320.00000
10001.468141,813.00000,339.00000,942.00000,372.00000
10001.468141,686.00000,324.00000,812.00000,339.00000
10001.468141,882.00000,335.00000,767.00000,311.00000
10001.501513,776.00000,321.00000,896.00000,341.00000
10001.501513,622.00000,318.00000,775.00000,321.00000
10001.501513,885.00000,336.00000,768.00000,311.00000
10001.501513,709.00000,313.00000,628.00000,310.00000
10001.501513,929.00000,365.00000,797.00000,332.00000
10001.501513,756.00000,326.00000,642.00000,320.00000
10001.501513,813.00000,339.00000,942.00000,372.00000
10001.501513,686.00000,324.00000,812.00000,339.00000
10001.501513,1058.00000,431.00000,968.00000,392.00000
10001.534899,769.00000,320.00000,896.00000,341.00000
10001.534899,621.00000,318.00000,768.00000,321.00000
10001.534899,929.00000,365.00000,807.00000,334.00000
10001.534899,764.00000,327.00000,656.00000,320.00000
10001.534899,878.00000,335.00000,767.00000,311.00000
10001.534899,729.00000,314.00000,626.00000,310.00000
10001.534899,813.00000,339.00000,941.00000,372.00000
10001.534899,684.00000,324.00000,812.00000,339.00000
10001.534899,1054.00000,429.00000,968.00000,391.00000
10001.568250,776.00000,321.00000,896.00000,341.00000
10001.568250,621.00000,318.00000,775.00000,321.00000
10001.568250,708.00000,313.00000,626.00000,310.00000
10001.568250,929.00000,365.00000,813.00000,335.00000
10001.568250,812.00000,335.00000,719.00000,322.00000
10001.568250,718.00000,323.00000,631.00000,321.00000
10001.568250,813.00000,339.00000,942.00000,372.00000
10001.568250,682.00000,324.00000,812.00000,339.00000
10001.568250,878.00000,335.00000,784.00000,314.00000
10001.601630,776.00000,321.00000,896.00000,341.00000
10001.601630,623.00000,318.00000,775.00000,321.00000
10001.601630,878.00000,334.00000,767.00000,311.00000
10001.601630,729.00000,314.00000,628.00000,310.00000
10001.601630,930.00000,365.00000,813.00000,335.00000
10001.601630,812.00000,335.00000,716.00000,322.00000
10001.601630,715.00000,322.00000,631.00000,322.00000
10001.601630,797.00000,336.00000,933.00000,369.00000
10001.601630,677.00000,324.00000,796.00000,337.00000
10001.634987,776.00000,321.00000,896.00000,341.00000
10001.634987,623.00000,318.00000,775.00000,321.00000
10001.634987,709.00000,313.00000,626.00000,310.00000
10001.634987,928.00000,364.00000,781.00000,328.00000
10001.634987,776.00000,328.00000,655.00000,320.00000
10001.634987,813.00000,339.00000,942.00000,372.00000
10001.634987,687.00000,324.00000,812.00000,339.00000
10001.634987,882.00000,336.00000,783.00000,314.00000
10001.634987,1047.00000,427.00000,967.00000,391.00000
10001.668355,776.00000,321.00000,897.00000,341.00000
10001.668355,621.00000,318.00000,775.00000,321.00000
10001.668355,928.00000,364.00000,803.00000,333.00000
10001.668355,802.00000,333.00000,717.00000,322.00000
10001.668355,716.00000,323.00000,631.00000,321.00000
10001.668355,813.00000,339.00000,941.00000,372.00000
10001.668355,695.00000,325.00000,812.00000,339.00000
10001.668355,1047.00000,427.00000,967.00000,391.00000
10001.701711,778.00000,321.00000,896.00000,341.00000
10001.701711,623.00000,318.00000,777.00000,321.00000
10001.701711,929.00000,365.00000,815.00000,335.00000
10001.701711,814.00000,336.00000,724.00000,322.00000
10001.701711,723.00000,323.00000,630.00000,321.00000
10001.701711,703.00000,307.00000,628.00000,304.00000
10001.701711,878.00000,334.00000,765.00000,311.00000
10001.701711,753.00000,316.00000,625.00000,310.00000
10001.701711,813.00000,339.00000,941.00000,372.00000
10001.701711,687.00000,324.00000,812.00000,339.00000
10001.735077,776.00000,321.00000,896.00000,341.00000
10001.735077,622.00000,318.00000,775.00000,321.00000
10001.735077,929.00000,365.00000,824.00000,337.00000
10001.735077,823.00000,337.00000,722.00000,322.00000
10001.735077,721.00000,323.00000,630.00000,321.00000
10001.735077,818.00000,340.00000,942.00000,372.00000
10001.735077,696.00000,325.00000,817.00000,340.00000
10001.735077,884.00000,336.00000,768.00000,311.00000
10001.735077,1044.00000,426.00000,966.00000,390.00000
10001.768439,758.00000,319.00000,884.00000,338.00000
10001.768439,607.00000,318.00000,757.00000,320.00000
10001.768439,928.00000,365.00000,829.00000,337.00000
10001.768439,780.00000,329.00000,667.00000,320.00000
10001.768439,819.00000,340.00000,943.00000,373.00000
10001.768439,696.00000,325.00000,818.00000,340.00000
10001.768439,882.00000,335.00000,783.00000,314.00000
10001.768439,1067.00000,237.00000,1138.00000,268.00000
10001.801814,758.00000,319.00000,885.00000,338.00000
10001.801814,622.00000,318.00000,757.00000,320.00000
10001.801814,708.00000,313.00000,628.00000,310.00000
10001.801814,927.00000,364.00000,813.00000,335.00000
10001.801814,812.00000,335.00000,718.00000,322.00000
10001.801814,717.00000,322.00000,631.00000,322.00000
10001.801814,807.00000,338.00000,938.00000,371.00000
10001.801814,681.00000,324.00000,806.00000,338.00000
10001.801814,885.00000,336.00000,768.00000,311.00000
10001.801814,1054.00000,429.00000,968.00000,392.00000
10001.835183,776.00000,321.00000,896.00000,341.00000
10001.835183,623.00000,318.00000,775.00000,321.00000
10001.835183,709.00000,313.00000,627.00000,310.00000
10001.835183,928.00000,365.00000,830.00000,338.00000
10001.835183,829.00000,339.00000,735.00000,323.00000
10001.835183,734.00000,324.00000,642.00000,321.00000
10001.835183,813.00000,339.00000,942.00000,372.00000
10001.835183,686.00000,324.00000,812.00000,339.00000
10001.835183,882.00000,335.00000,767.00000,311.00000
10001.868556,776.00000,321.00000,896.00000,341.00000
10001.868556,621.00000,318.00000,775.00000,321.00000
10001.868556,929.00000,366.00000,830.00000,338.00000
10001.868556,829.00000,338.00000,745.00000,324.00000
10001.868556,744.00000,325.00000,642.00000,321.00000
10001.868556,808.00000,338.00000,941.00000,372.00000
10001.868556,681.00000,324.00000,807.00000,338.00000
10001.868556,882.00000,335.00000,768.00000,311.00000
10001.901960,758.00000,319.00000,885.00000,338.00000
10001.901960,608.00000,318.00000,757.00000,320.00000
10001.901960,927.00000,364.00000,798.00000,332.00000
10001.901960,783.00000,329.00000,672.00000,320.00000
10001.901960,884.00000,336.00000,768.00000,311.00000
10001.901960,754.00000,316.00000,628.00000,310.00000
10001.901960,802.00000,337.00000,940.00000,371.00000
10001.901960,678.00000,324.00000,801.00000,337.00000
10001.935303,758.00000,319.00000,885.00000,338.00000
10001.935303,608.00000,318.00000,757.00000,320.00000
10001.935303,723.00000,314.00000,626.00000,310.00000
10001.935303,875.00000,350.00000,766.00000,326.00000
10001.935303,765.00000,326.00000,642.00000,320.00000
10001.935303,789.00000,335.00000,923.00000,366.00000
10001.935303,673.00000,324.00000,788.00000,335.00000
10001.935303,884.00000,336.00000,768.00000,311.00000
10001.968658,758.00000,319.00000,885.00000,338.00000
10001.968658,608.00000,318.00000,757.00000,320.00000
10001.968658,709.00000,313.00000,628.00000,310.00000
10001.968658,928.00000,365.00000,829.00000,338.00000
10001.968658,828.00000,339.00000,735.00000,323.00000
10001.968658,734.00000,324.00000,642.00000,321.00000
10001.968658,813.00000,339.00000,942.00000,372.00000
10001.968658,683.00000,324.00000,812.00000,339.00000
10001.968658,883.00000,335.00000,767.00000,311.00000
10002.002049,759.00000,319.00000,885.00000,338.00000
10002.002049,608.00000,318.00000,758.00000,320.00000
10002.002049,883.00000,335.00000,768.00000,311.00000
10002.002049,732.00000,314.00000,625.00000,310.00000
10002.002049,929.00000,365.00000,829.00000,338.00000
10002.002049,828.00000,339.00000,734.00000,323.00000
10002.002049,733.00000,324.00000,642.00000,321.00000
