timestamp,ox,oy,oz,r1x,r1y,r1z,r2x,r2y,r2z
10003.203206,36.617144,20.578374,1.098484,-702.599576,-1964.250206,-503.747822,-1084.208249,-1829.245454,-476.529787
10003.236574,36.619472,20.549575,1.090720,-521.009569,-2012.201871,-521.208405,-964.858494,-1879.578533,-489.406164
10003.269943,36.624792,20.519019,1.084816,-556.581079,-2006.050195,-521.972698,-1040.132702,-1853.035774,-486.944740
10003.303384,36.632197,20.484186,1.082638,-544.788474,-2010.749716,-526.577586,-1023.687624,-1862.396451,-484.834957
10003.336672,36.630140,20.442138,1.082424,-655.824856,-1984.385597,-525.251139,-1034.278821,-1859.510019,-492.583370
10003.370045,36.636207,20.405794,1.084271,-753.009496,-1958.523695,-520.338470,-1202.400582,-1787.989940,-489.529271
10003.403407,36.640330,20.368988,1.088078,-660.970404,-1985.464322,-537.467177,-1054.365290,-1852.389531,-501.729281
10003.436769,36.646575,20.331744,1.092343,-722.578108,-1969.306185,-531.583990,-1069.761228,-1845.487355,-504.475954
10003.470142,36.651366,20.296074,1.094987,-761.448163,-1957.744058,-535.171254,-1065.967910,-1844.930002,-510.279861
10003.536878,36.656829,20.233800,1.098685,-744.959000,-1962.894622,-550.371865,-1089.532917,-1827.552216,-515.968038
10003.570286,36.665078,20.201111,1.101820,-736.430426,-1966.112548,-552.273968,-1100.520670,-1820.527523,-521.949179
10003.603615,36.673099,20.166630,1.102000,-696.967512,-1979.311142,-569.681537,-1080.164108,-1830.429247,-520.276667
10003.670376,36.693122,20.089462,1.101071,-754.948205,-1960.436477,-567.399603,-1102.114048,-1821.455102,-529.440253
10003.703704,36.701564,20.049896,1.098132,-747.753022,-1962.223750,-570.092327,-1098.843698,-1822.376067,-529.818891
10003.737077,36.709070,20.010211,1.094068,-721.100506,-1970.112377,-580.723820,-1103.434877,-1818.932439,-530.290910
10003.770451,36.715035,19.969645,1.089692,-805.282120,-1940.857672,-566.076759,-1119.196699,-1809.945416,-534.340016
10003.837186,36.722949,19.887257,1.079704,-781.032079,-1948.246579,-571.259611,-1137.586628,-1797.642851,-534.760522
10003.870545,36.725903,19.845848,1.076438,-732.204074,-1965.266185,-586.508928,-1116.179930,-1807.555406,-535.943929
10003.903911,36.728413,19.804672,1.075099,-729.394265,-1966.897044,-594.037040,-1030.046180,-1848.581454,-541.105164
10003.937299,36.731908,19.762758,1.076725,-735.846356,-1966.210642,-593.333704,-1119.046248,-1809.107810,-534.853675
10003.970643,36.735858,19.721479,1.081972,-741.102648,-1966.344043,-596.780594,-1137.429638,-1804.318157,-542.631170
10004.104106,36.749462,19.567123,1.108707,-746.362430,-1976.606577,-627.625384,-1100.980870,-1839.026757,-571.418716
10004.204214,36.760747,19.468590,1.108182,-802.946092,-1970.680144,-627.127173,-1133.707328,-1837.723851,-581.448469
10004.204214,36.760747,19.468590,1.108182,212.013400,-2131.376206,-282.323817,-187.846056,-2101.288498,-281.945861
10004.237591,36.768248,19.435254,1.103924,-790.906455,-1981.774027,-640.201945,-1197.371353,-1818.357871,-576.247938
10004.237591,36.768248,19.435254,1.103924,239.105247,-2129.938293,-287.616484,-191.191494,-2102.247977,-283.493017
10004.270940,36.776706,19.402783,1.098678,214.689551,-2127.252328,-284.947060,-193.820013,-2103.446882,-284.656806
10004.304306,36.785724,19.366995,1.092209,-847.071719,-1979.865687,-632.511018,-1226.135868,-1829.608276,-586.139313
10004.304306,36.785724,19.366995,1.092209,233.173797,-2125.536121,-283.585667,-197.983519,-2105.091758,-285.942922
10004.337692,36.793823,19.335602,1.084844,397.697695,-2120.169981,-306.618405,-197.852147,-2107.174022,-277.962251
10004.337692,36.793823,19.335602,1.084844,812.084610,-2060.124032,-281.596401,275.757548,-2125.050073,-287.265272
10004.371040,36.802312,19.304625,1.076274,399.050424,-2120.666104,-303.697513,-188.592993,-2111.805465,-280.769761
10004.404413,36.812161,19.271933,1.066427,399.273825,-2121.466684,-300.618655,-210.701095,-2113.256066,-282.207568
10004.404413,36.812161,19.271933,1.066427,802.691841,-2060.008982,-278.293290,271.809602,-2128.372506,-288.834736
10004.437795,36.823520,19.239612,1.055868,400.055274,-2122.675705,-301.979544,-208.782358,-2116.903324,-277.726583
10004.437795,36.823520,19.239612,1.055868,812.158517,-2057.184209,-279.387326,269.400523,-2129.696502,-284.188893
10004.471144,36.836118,19.206322,1.046088,240.140694,-2132.644652,-281.798655,-199.977386,-2122.498933,-284.075228
10004.471144,36.836118,19.206322,1.046088,813.251333,-2055.828104,-277.655295,391.800003,-2122.422317,-281.638249
10004.504512,36.849622,19.171523,1.038518,244.280034,-2134.811594,-283.981672,-191.646116,-2127.578953,-285.703789
10004.504512,36.849622,19.171523,1.038518,813.124279,-2055.001109,-276.120964,405.136374,-2122.616768,-282.404062
10004.537908,36.864571,19.138362,1.034654,394.135011,-2128.172722,-303.520492,-193.687133,-2131.949236,-283.238139
10004.537908,36.864571,19.138362,1.034654,811.147631,-2055.121466,-273.385466,402.934287,-2124.839494,-282.186002
10004.571244,36.879021,19.098088,1.035658,814.614575,-2055.555896,-276.059327,271.350535,-2139.458805,-289.704745
10004.604613,36.893117,19.063184,1.039692,810.368954,-2059.973904,-278.459265,267.272565,-2143.798288,-290.438910
10004.637996,36.906537,19.028522,1.044113,803.403263,-2067.529854,-280.534679,260.231905,-2150.010718,-291.969493
10004.671358,36.916336,18.993543,1.047802,803.833439,-2076.471041,-282.442096,305.957408,-2153.629431,-288.226605
10004.704710,36.923376,18.957020,1.050952,808.717996,-2086.420062,-280.945472,309.023627,-2162.372586,-292.312093
10004.738121,36.929208,18.921918,1.054007,189.686366,-2176.365107,-293.646871,-250.091829,-2159.462383,-298.866902
10004.738121,36.929208,18.921918,1.054007,814.001378,-2097.654800,-287.169000,394.718254,-2164.452740,-295.201862
10004.771441,36.935636,18.885816,1.056288,202.994199,-2182.122185,-300.720076,-245.242920,-2164.048192,-304.204905
10004.771441,36.935636,18.885816,1.056288,828.339328,-2103.398402,-295.215382,256.347777,-2180.253696,-300.990441
10004.804820,36.941477,18.849769,1.057824,817.093084,-2109.751754,-296.079717,320.271841,-2180.186414,-304.771013
10004.838211,36.946867,18.813125,1.057859,233.546569,-2185.750562,-308.470617,-223.394307,-2169.169464,-306.793925
10004.838211,36.946867,18.813125,1.057859,824.849903,-2109.839543,-299.245114,259.823173,-2185.087429,-311.082180
10004.871537,36.953395,18.772233,1.056811,826.853175,-2111.009798,-301.984452,257.241105,-2185.725562,-312.831361
10004.904902,36.956605,18.729309,1.054041,211.475622,-2187.624422,-308.956770,-257.824420,-2164.062872,-309.042614
10004.904902,36.956605,18.729309,1.054041,821.595712,-2114.899026,-296.495649,390.756474,-2178.548131,-307.283663
10004.938344,36.957989,18.686124,1.050087,219.544592,-2189.562742,-310.658217,-262.473409,-2162.554069,-311.030624
10004.938344,36.957989,18.686124,1.050087,820.651265,-2121.580509,-300.821048,308.787494,-2186.770341,-310.876838
10004.971640,36.954741,18.649452,1.045189,219.742321,-2191.957694,-310.593441,-261.600233,-2161.253417,-310.843740
10004.971640,36.954741,18.649452,1.045189,834.613836,-2126.581797,-304.525592,250.448641,-2191.905512,-313.701230
10005.005009,36.952609,18.606614,1.040843,206.155785,-2194.308113,-310.586977,-252.610520,-2161.356992,-311.130057
10005.005009,36.952609,18.606614,1.040843,830.045038,-2134.404323,-303.904013,326.441043,-2192.442703,-311.964855
10005.038446,36.949495,18.565420,1.037055,205.274876,-2196.025421,-312.409296,-248.094520,-2160.571611,-309.558982
10005.038446,36.949495,18.565420,1.037055,843.284423,-2137.084383,-302.859036,325.659222,-2194.718907,-312.342011
10005.071739,36.944722,18.523052,1.034318,849.184070,-2138.221673,-305.409994,390.715760,-2192.185174,-310.885059
10005.105106,36.940753,18.480652,1.034224,209.117092,-2193.535461,-315.473799,-225.800728,-2159.048210,-309.908555
10005.105106,36.940753,18.480652,1.034224,849.584154,-2136.484718,-307.409235,262.173056,-2193.879407,-317.101628
10005.138496,36.938237,18.433307,1.037893,227.478842,-2189.230935,-314.071594,-250.908800,-2152.608552,-315.341918
10005.138496,36.938237,18.433307,1.037893,861.783697,-2129.022797,-309.966158,342.930382,-2187.628175,-314.488139
10005.138496,36.938237,18.433307,1.037893,1288.297782,-2014.806347,-294.591031,885.704952,-2123.441369,-303.215623
10005.171838,36.937101,18.386956,1.044107,228.518457,-2184.303750,-318.477186,-240.278692,-2150.592089,-314.815900
10005.171838,36.937101,18.386956,1.044107,1256.096978,-2015.215719,-292.195390,875.277734,-2117.441526,-303.693057
10005.171838,36.937101,18.386956,1.044107,865.392491,-2120.246951,-310.192530,335.044321,-2182.171810,-316.094576
10005.205225,36.937032,18.338471,1.051302,236.073065,-2178.315800,-319.145205,-236.843375,-2148.066308,-317.229327
10005.205225,36.937032,18.338471,1.051302,865.972141,-2110.402759,-310.499346,275.504904,-2178.042135,-321.914757
10005.238612,36.936980,18.293747,1.057411,235.633846,-2172.570706,-316.944021,-232.780310,-2146.070160,-318.159487
10005.238612,36.936980,18.293747,1.057411,1125.517109,-2034.001423,-302.133220,523.372578,-2155.847931,-319.333763
10005.271954,36.936548,18.253162,1.062604,227.969372,-2168.869780,-315.440086,-239.707885,-2143.283396,-316.006402
10005.271954,36.936548,18.253162,1.062604,870.417859,-2093.667317,-310.928377,280.234245,-2168.087462,-319.958928
10005.305312,36.934750,18.214377,1.065763,220.474297,-2167.023742,-317.678095,-250.807916,-2140.953935,-317.796004
10005.305312,36.934750,18.214377,1.065763,856.610014,-2092.745983,-309.880587,272.693967,-2166.173422,-321.670860
10005.338716,36.933291,18.175977,1.068089,220.200231,-2166.133351,-319.674479,-220.497961,-2143.953304,-316.692734
10005.338716,36.933291,18.175977,1.068089,859.762141,-2089.873463,-307.211972,334.086754,-2162.052073,-319.314188
10005.338716,36.933291,18.175977,1.068089,1270.957755,-1969.994116,-291.813481,864.545666,-2088.405238,-303.757037
10005.372038,36.932721,18.139001,1.068473,1249.852825,-1975.008941,-292.102448,881.233990,-2082.892529,-304.436453
10005.372038,36.932721,18.139001,1.068473,862.907960,-2087.554483,-309.092230,272.487823,-2164.287186,-324.084265
10005.405407,36.933773,18.104647,1.068333,869.150503,-2082.865204,-311.884042,341.834631,-2158.969103,-320.246204
10005.405407,36.933773,18.104647,1.068333,1263.764932,-1964.693152,-291.327546,869.481186,-2082.227271,-307.227896
10005.438790,36.936106,18.069299,1.066846,900.938529,-2068.815377,-312.943064,283.095867,-2159.965122,-324.376606
10005.438790,36.936106,18.069299,1.066846,1257.380539,-1957.304927,-290.881652,905.988398,-2066.583384,-304.785679
10005.472140,36.939798,18.034938,1.064165,229.022855,-2160.006213,-323.555575,-240.952602,-2145.349780,-321.461441
10005.472140,36.939798,18.034938,1.064165,1137.273407,-1989.529170,-301.871797,534.442648,-2132.781451,-321.804630
10005.505513,36.943742,17.999336,1.059907,238.900672,-2158.011119,-321.026016,-239.679845,-2147.950017,-318.297519
10005.505513,36.943742,17.999336,1.059907,1254.591596,-1935.678608,-293.154519,639.697909,-2111.706876,-319.973230
10005.538878,36.948444,17.962744,1.054740,220.109627,-2158.680783,-317.965644,-245.672571,-2150.688998,-318.992401
10005.538878,36.948444,17.962744,1.054740,1261.691885,-1925.224983,-293.234566,567.406490,-2121.214477,-317.988439
10005.572243,36.953776,17.927338,1.047453,228.571323,-2159.868357,-321.241821,-245.496533,-2154.406579,-317.938805
10005.572243,36.953776,17.927338,1.047453,1245.431087,-1926.168247,-288.093498,601.714740,-2114.498553,-316.510141
10005.572243,36.953776,17.927338,1.047453,597.820325,-2114.521160,-310.955100,272.121999,-2156.445739,-317.588036
10005.605609,36.962349,17.892990,1.039012,228.337272,-2161.754193,-315.574737,-250.512383,-2158.732204,-318.246086
10005.605609,36.962349,17.892990,1.039012,1250.610088,-1921.388187,-287.858163,609.117018,-2113.919972,-316.412347
10005.639014,36.972062,17.856535,1.030210,242.306603,-2164.703828,-319.773729,-253.365274,-2163.438227,-316.682535
10005.639014,36.972062,17.856535,1.030210,866.504163,-2054.882170,-305.334638,272.599729,-2162.219325,-319.027864
10005.639014,36.972062,17.856535,1.030210,1258.943399,-1916.701563,-283.464497,866.887524,-2054.160931,-300.663648
10005.672350,36.982759,17.819646,1.022621,217.532642,-2170.201326,-318.848723,-269.774560,-2167.609302,-318.946415
10005.672350,36.982759,17.819646,1.022621,858.601828,-2058.395677,-300.876638,264.903038,-2166.732284,-320.215332
10005.672350,36.982759,17.819646,1.022621,1262.841069,-1915.520912,-282.988430,884.799887,-2050.675778,-298.039474
10005.705714,36.995383,17.783181,1.017493,165.445906,-2177.273902,-313.282847,-266.418149,-2173.808566,-319.461958
10005.705714,36.995383,17.783181,1.017493,861.435207,-2060.363532,-303.838027,268.313306,-2170.889320,-321.564158
10005.705714,36.995383,17.783181,1.017493,1226.245252,-1931.778404,-283.700040,866.062327,-2058.570955,-300.245722
10005.739103,37.008683,17.748390,1.015417,1230.002505,-1931.445458,-279.696654,878.801425,-2057.444951,-296.228423
10005.739103,37.008683,17.748390,1.015417,860.679140,-2063.976898,-305.816078,263.682605,-2176.071609,-320.655395
10005.772436,37.022324,17.710151,1.017234,41.309626,-2192.721938,-314.142286,-283.112212,-2184.792737,-322.085941
10005.772436,37.022324,17.710151,1.017234,857.710835,-2069.354034,-307.667112,260.801824,-2181.398009,-321.112775
10005.772436,37.022324,17.710151,1.017234,1239.888410,-1931.442593,-282.616914,862.780785,-2066.731400,-299.395129
10005.805808,37.035086,17.671633,1.020918,35.285116,-2198.890421,-318.347248,-297.744986,-2189.506278,-326.215542
10005.805808,37.035086,17.671633,1.020918,821.991294,-2085.333554,-309.451246,259.502292,-2187.125933,-321.193280
10005.839199,37.047337,17.633480,1.024347,30.963137,-2204.719929,-316.435216,-298.101568,-2195.272455,-329.600674
10005.839199,37.047337,17.633480,1.024347,826.612711,-2091.949391,-310.387971,254.784400,-2194.442647,-324.093970
10005.872540,37.056967,17.596675,1.026459,201.506448,-2205.406872,-326.737902,-320.605322,-2197.400462,-330.346942
10005.872540,37.056967,17.596675,1.026459,865.169847,-2091.166524,-310.978952,248.888569,-2202.261123,-328.369827
10005.905909,37.063167,17.557883,1.027893,191.564092,-2212.645972,-327.912085,-338.837282,-2198.890131,-334.305210
10005.905909,37.063167,17.557883,1.027893,790.770735,-2122.398155,-316.264578,247.549238,-2209.519552,-330.509483
10005.939385,37.071597,17.521300,1.029003,197.623505,-2219.273269,-333.407217,-314.957943,-2204.215949,-335.763461
10005.939385,37.071597,17.521300,1.029003,868.334647,-2113.466359,-316.255911,270.811048,-2215.602596,-338.417591
10005.972640,37.079627,17.483864,1.028574,198.702830,-2224.953209,-336.598409,-326.523274,-2205.646594,-338.667592
10005.972640,37.079627,17.483864,1.028574,870.763488,-2122.661836,-320.352470,267.681742,-2221.875357,-341.057663
10006.006002,37.088761,17.445360,1.028202,191.744735,-2229.402072,-337.512064,-329.038965,-2207.319550,-339.304828
10006.006002,37.088761,17.445360,1.028202,873.573178,-2129.525135,-324.713011,317.277688,-2222.788121,-340.701628
10006.006002,37.088761,17.445360,1.028202,1277.972161,-1994.973087,-302.113685,878.218353,-2127.781371,-321.117724
10006.039405,37.097974,17.407096,1.027007,218.590355,-2232.449301,-346.932752,-314.427301,-2209.435374,-333.676645
10006.039405,37.097974,17.407096,1.027007,871.661814,-2135.235820,-327.402189,323.061108,-2225.763885,-342.884756
10006.039405,37.097974,17.407096,1.027007,1286.352483,-1998.403019,-305.099149,880.978445,-2131.771610,-320.244882
10006.072741,37.108884,17.365466,1.025299,197.242050,-2234.317694,-343.372438,-323.411405,-2209.760380,-340.428835
10006.072741,37.108884,17.365466,1.025299,877.353033,-2136.723369,-326.521302,331.880549,-2227.141058,-344.309267
10006.106130,37.121318,17.320614,1.023190,190.203191,-2235.296349,-344.967035,-321.810975,-2209.651474,-340.214775
10006.106130,37.121318,17.320614,1.023190,813.250630,-2154.644124,-333.827317,242.121895,-2233.732512,-347.749211
10006.106130,37.121318,17.320614,1.023190,1279.542973,-2007.473148,-304.898232,884.800880,-2136.270474,-325.067398
10006.139493,37.133364,17.274218,1.019369,189.072179,-2235.090415,-344.552192,-323.235490,-2208.930553,-341.799304
10006.139493,37.133364,17.274218,1.019369,879.739259,-2139.288123,-332.126204,284.371628,-2231.752060,-349.835676
10006.139493,37.133364,17.274218,1.019369,1293.995718,-2003.345564,-306.618622,889.172218,-2135.856843,-325.145809
10006.172845,37.142794,17.228510,1.014890,193.482128,-2234.719461,-345.411980,-310.300220,-2209.473765,-339.054512
10006.172845,37.142794,17.228510,1.014890,880.946027,-2139.114048,-332.174496,337.299940,-2227.357851,-345.404971
10006.172845,37.142794,17.228510,1.014890,1282.585622,-2008.652434,-308.991930,886.081579,-2136.556371,-323.915455
10006.206208,37.153859,17.178171,1.010126,184.006179,-2234.132169,-344.314209,-307.291854,-2209.522429,-340.876097
10006.206208,37.153859,17.178171,1.010126,890.088937,-2135.774002,-330.529011,310.230725,-2228.694394,-346.648793
10006.206208,37.153859,17.178171,1.010126,1297.264884,-2001.924341,-308.388359,890.513039,-2134.921776,-325.736303
10006.239607,37.165264,17.129577,1.003800,2.361740,-2232.094938,-336.560521,-329.050714,-2206.404360,-340.557730
10006.239607,37.165264,17.129577,1.003800,890.715215,-2133.881788,-330.105018,327.787713,-2226.326521,-345.526166
10006.239607,37.165264,17.129577,1.003800,1307.416657,-1995.955137,-309.896896,895.504736,-2132.152881,-326.739392
10006.272937,37.174652,17.081913,0.999539,10.573947,-2232.189201,-339.938456,-329.422665,-2206.402271,-340.476787
10006.272937,37.174652,17.081913,0.999539,819.224827,-2149.452049,-334.912027,240.192661,-2230.647309,-347.599270
10006.272937,37.174652,17.081913,0.999539,1239.818081,-2019.120466,-311.752454,905.243773,-2126.728344,-323.516959
10006.306357,37.183256,17.034378,0.997613,208.622090,-2231.319917,-348.524177,-325.730098,-2206.605590,-333.604180
10006.306357,37.183256,17.034378,0.997613,800.725006,-2151.168106,-335.221043,239.596401,-2229.365223,-344.528011
10006.339695,37.192115,16.985457,0.999975,201.262231,-2230.579356,-349.589286,-312.839009,-2209.950099,-344.211381
10006.339695,37.192115,16.985457,0.999975,887.693929,-2126.399615,-330.415608,337.549362,-2221.293941,-343.037745
10006.339695,37.192115,16.985457,0.999975,1245.434877,-2008.807254,-311.801615,905.985829,-2121.073525,-326.898644
10006.373047,37.200443,16.938148,1.005705,199.475278,-2229.676466,-351.613178,-314.636334,-2209.809210,-344.471943
10006.373047,37.200443,16.938148,1.005705,881.270366,-2125.430067,-333.105159,313.266407,-2222.715511,-350.448866
10006.373047,37.200443,16.938148,1.005705,1243.491347,-2005.543031,-312.326915,900.131749,-2119.217689,-324.887268
10006.406422,37.207673,16.894957,1.012430,215.182381,-2228.570418,-356.184546,-320.242601,-2209.278314,-343.917635
10006.406422,37.207673,16.894957,1.012430,879.568944,-2123.639972,-335.871608,334.394766,-2219.200732,-346.998446
10006.406422,37.207673,16.894957,1.012430,1246.269153,-2000.938111,-313.076837,911.858753,-2113.762369,-327.543933
10006.439791,37.214190,16.853164,1.018588,187.553804,-2228.478870,-351.065302,-336.280167,-2208.825318,-352.460907
10006.439791,37.214190,16.853164,1.018588,881.446411,-2121.638564,-337.615119,335.970289,-2219.040256,-352.891152
10006.439791,37.214190,16.853164,1.018588,1252.668568,-1995.854141,-312.484109,913.723127,-2111.699069,-329.327411
10006.473143,37.219862,16.814229,1.023560,188.412501,-2227.988635,-351.818837,-322.105488,-2209.908006,-349.805066
10006.473143,37.219862,16.814229,1.023560,899.714820,-2115.886658,-338.939973,345.921780,-2217.153268,-350.612639
10006.473143,37.219862,16.814229,1.023560,1252.384446,-1995.283908,-316.679308,905.175747,-2113.197401,-330.989890
10006.506530,37.224878,16.775937,1.026975,181.876694,-2227.984172,-357.338403,-328.683319,-2209.608797,-356.578734
10006.506530,37.224878,16.775937,1.026975,888.553948,-2117.343345,-340.932749,255.455972,-2224.698713,-362.249706
10006.506530,37.224878,16.775937,1.026975,1254.238639,-1992.487364,-318.078439,911.657681,-2110.067820,-334.283024
10006.539918,37.231007,16.736783,1.029645,185.759637,-2225.671400,-357.272748,-342.525959,-2207.566370,-359.515947
10006.539918,37.231007,16.736783,1.029645,900.952956,-2109.838140,-339.560614,342.567726,-2215.106766,-360.635263
10006.573245,37.237824,16.697778,1.031731,182.081801,-2222.770359,-358.124056,-354.906332,-2205.020591,-359.076795
10006.573245,37.237824,16.697778,1.031731,820.011104,-2126.485870,-348.853517,247.075333,-2219.368381,-361.350618
10006.606612,37.245803,16.656927,1.033056,184.327089,-2219.348527,-362.258519,-361.396281,-2203.158792,-360.612683
10006.606612,37.245803,16.656927,1.033056,804.572605,-2123.496920,-348.937053,245.681911,-2215.121263,-359.930655
10006.606612,37.245803,16.656927,1.033056,1333.188923,-1936.753448,-318.701140,907.458760,-2094.569166,-340.221084
10006.639989,37.253546,16.613388,1.032997,178.842078,-2215.584907,-361.513582,-350.032880,-2202.436724,-360.323311
10006.639989,37.253546,16.613388,1.032997,816.071633,-2114.255007,-349.718473,239.514529,-2211.929177,-364.111815
10006.673354,37.261917,16.572262,1.031422,179.861298,-2212.079156,-362.181923,-354.070089,-2200.185979,-364.322469
10006.673354,37.261917,16.572262,1.031422,883.795162,-2090.101514,-345.067857,324.324273,-2199.891092,-358.803568
10006.706710,37.271163,16.530822,1.028421,-22.214083,-2214.072505,-355.428854,-351.958727,-2196.985816,-359.128913
10006.706710,37.271163,16.530822,1.028421,880.986466,-2087.813410,-344.019607,307.435653,-2199.508413,-364.848839
10006.706710,37.271163,16.530822,1.028421,1251.930082,-1954.347981,-320.235068,899.810233,-2081.268841,-335.968487
10006.740085,37.279843,16.487839,1.022994,-20.467208,-2212.284162,-359.505845,-357.941043,-2193.255181,-357.643098
10006.740085,37.279843,16.487839,1.022994,883.738812,-2086.197770,-342.639184,323.275272,-2195.834775,-362.028860
10006.740085,37.279843,16.487839,1.022994,1317.567357,-1925.868284,-317.304315,902.564389,-2079.676421,-334.576769
10006.773444,37.287736,16.443220,1.016477,166.851796,-2206.681169,-359.800412,-349.144865,-2191.873819,-361.222275
10006.773444,37.287736,16.443220,1.016477,884.461547,-2087.538582,-342.344834,244.513125,-2202.608164,-365.697277
10006.773444,37.287736,16.443220,1.016477,1319.175111,-1928.356177,-315.810669,903.286325,-2081.083605,-334.229682
10006.806824,37.296464,16.399153,1.010361,177.896392,-2206.125393,-361.383216,-354.276690,-2188.392923,-357.235998
10006.806824,37.296464,16.399153,1.010361,878.626338,-2091.964924,-341.678415,318.223585,-2195.497884,-355.966079
10006.840223,37.305848,16.352125,1.006059,-24.382199,-2208.313204,-355.186942,-357.070240,-2186.184664,-357.054704
10006.840223,37.305848,16.352125,1.006059,790.729843,-2117.623688,-347.808895,222.987220,-2203.359008,-358.580952
10006.840223,37.305848,16.352125,1.006059,1320.701842,-1936.941761,-314.419234,902.974182,-2086.994211,-335.974188
10006.873549,37.315480,16.308194,1.003701,-35.506668,-2207.643974,-356.730590,-389.397447,-2181.018892,-358.335563
